info,year 1,year 2,year 3,year 4,year 5,model year,model,engine,cost
Insurance,1512,1565,1620,1676,1735,2023,BMW 2 Series 230i 2dr Coupe,2.0L 4cyl Turbo 8A,44498
Maintenance,0,0,916,2359,3249,2023,BMW 2 Series 230i 2dr Coupe,2.0L 4cyl Turbo 8A,44498
Repairs,0,0,0,1041,1592,2023,BMW 2 Series 230i 2dr Coupe,2.0L 4cyl Turbo 8A,44498
Taxes_Fees,2808,200,179,163,163,2023,BMW 2 Series 230i 2dr Coupe,2.0L 4cyl Turbo 8A,44498
Financing,3520,2868,2152,1365,500,2023,BMW 2 Series 230i 2dr Coupe,2.0L 4cyl Turbo 8A,44498
Depreciation,9947,3470,2833,3177,2776,2023,BMW 2 Series 230i 2dr Coupe,2.0L 4cyl Turbo 8A,44498
Fuel,2280,2348,2419,2491,2566,2023,BMW 2 Series 230i 2dr Coupe,2.0L 4cyl Turbo 8A,44498
Insurance,1515,1568,1623,1680,1738,2023,BMW 2 Series 230i xDrive 2dr Coupe AWD,2.0L 4cyl Turbo 8A,46715
Maintenance,0,0,916,2359,3282,2023,BMW 2 Series 230i xDrive 2dr Coupe AWD,2.0L 4cyl Turbo 8A,46715
Repairs,0,0,0,1102,1685,2023,BMW 2 Series 230i xDrive 2dr Coupe AWD,2.0L 4cyl Turbo 8A,46715
Taxes_Fees,2948,210,188,171,171,2023,BMW 2 Series 230i xDrive 2dr Coupe AWD,2.0L 4cyl Turbo 8A,46715
Financing,3695,3011,2259,1434,525,2023,BMW 2 Series 230i xDrive 2dr Coupe AWD,2.0L 4cyl Turbo 8A,46715
Depreciation,10366,3651,2981,3343,2921,2023,BMW 2 Series 230i xDrive 2dr Coupe AWD,2.0L 4cyl Turbo 8A,46715
Fuel,2364,2435,2508,2583,2660,2023,BMW 2 Series 230i xDrive 2dr Coupe AWD,2.0L 4cyl Turbo 8A,46715
Insurance,1512,1565,1620,1676,1735,2023,BMW 2 Series Gran Coupe 228i 4dr Sedan,2.0L 4cyl Turbo 8A,42665
Maintenance,0,0,627,2762,2774,2023,BMW 2 Series Gran Coupe 228i 4dr Sedan,2.0L 4cyl Turbo 8A,42665
Repairs,0,0,0,1041,1592,2023,BMW 2 Series Gran Coupe 228i 4dr Sedan,2.0L 4cyl Turbo 8A,42665
Taxes_Fees,2693,192,172,156,156,2023,BMW 2 Series Gran Coupe 228i 4dr Sedan,2.0L 4cyl Turbo 8A,42665
Financing,3375,2750,2063,1309,480,2023,BMW 2 Series Gran Coupe 228i 4dr Sedan,2.0L 4cyl Turbo 8A,42665
Depreciation,13927,1893,1546,1734,1515,2023,BMW 2 Series Gran Coupe 228i 4dr Sedan,2.0L 4cyl Turbo 8A,42665
Fuel,2364,2435,2508,2583,2660,2023,BMW 2 Series Gran Coupe 228i 4dr Sedan,2.0L 4cyl Turbo 8A,42665
Insurance,1515,1568,1623,1680,1738,2023,BMW 2 Series Gran Coupe 228i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,44769
Maintenance,0,0,627,2874,2774,2023,BMW 2 Series Gran Coupe 228i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,44769
Repairs,0,0,0,1102,1685,2023,BMW 2 Series Gran Coupe 228i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,44769
Taxes_Fees,2826,201,180,164,164,2023,BMW 2 Series Gran Coupe 228i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,44769
Financing,3541,2886,2165,1373,504,2023,BMW 2 Series Gran Coupe 228i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,44769
Depreciation,12923,2635,2153,2414,2108,2023,BMW 2 Series Gran Coupe 228i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,44769
Fuel,2452,2526,2601,2679,2760,2023,BMW 2 Series Gran Coupe 228i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,44769
Insurance,1614,1670,1729,1789,1852,2023,BMW 2 Series Gran Coupe M235i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,54640
Maintenance,0,0,627,2921,2820,2023,BMW 2 Series Gran Coupe M235i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,54640
Repairs,0,0,0,1102,1685,2023,BMW 2 Series Gran Coupe M235i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,54640
Taxes_Fees,3446,246,220,200,200,2023,BMW 2 Series Gran Coupe M235i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,54640
Financing,4322,3522,2642,1677,614,2023,BMW 2 Series Gran Coupe M235i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,54640
Depreciation,12545,4348,3550,3979,3478,2023,BMW 2 Series Gran Coupe M235i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,54640
Fuel,2452,2526,2601,2679,2760,2023,BMW 2 Series Gran Coupe M235i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,54640
Insurance,1713,1773,1835,1899,1966,2023,BMW 2 Series M240i M240i 2dr Coup,2.0L 4cyl Turbo 7AM,56202
Maintenance,0,0,808,1888,3100,2023,BMW 2 Series M240i M240i 2dr Coup,2.0L 4cyl Turbo 7AM,56202
Repairs,0,0,0,1041,1592,2023,BMW 2 Series M240i M240i 2dr Coup,2.0L 4cyl Turbo 7AM,56202
Taxes_Fees,3544,253,226,205,205,2023,BMW 2 Series M240i M240i 2dr Coup,2.0L 4cyl Turbo 7AM,56202
Financing,4445,3623,2718,1724,632,2023,BMW 2 Series M240i M240i 2dr Coup,2.0L 4cyl Turbo 7AM,56202
Depreciation,11613,4503,3680,4124,3604,2023,BMW 2 Series M240i M240i 2dr Coup,2.0L 4cyl Turbo 7AM,56202
Fuel,2545,2621,2700,2781,2864,2023,BMW 2 Series M240i M240i 2dr Coup,2.0L 4cyl Turbo 7AM,56202
Insurance,1614,1670,1729,1789,1852,2023,BMW 2 Series M240i xDrive 2dr Coupe AWD,3.0L 6cyl Turbo 8A,58555
Maintenance,0,0,808,1888,3341,2023,BMW 2 Series M240i xDrive 2dr Coupe AWD,3.0L 6cyl Turbo 8A,58555
Repairs,0,0,0,1102,1685,2023,BMW 2 Series M240i xDrive 2dr Coupe AWD,3.0L 6cyl Turbo 8A,58555
Taxes_Fees,3693,263,236,214,214,2023,BMW 2 Series M240i xDrive 2dr Coupe AWD,3.0L 6cyl Turbo 8A,58555
Financing,4631,3775,2832,1796,658,2023,BMW 2 Series M240i xDrive 2dr Coupe AWD,3.0L 6cyl Turbo 8A,58555
Depreciation,11985,4704,3844,4308,3765,2023,BMW 2 Series M240i xDrive 2dr Coupe AWD,3.0L 6cyl Turbo 8A,58555
Fuel,2545,2621,2700,2781,2864,2023,BMW 2 Series M240i xDrive 2dr Coupe AWD,3.0L 6cyl Turbo 8A,58555
Insurance,1504,1557,1611,1668,1726,2023,BMW 3 Series 330i 4dr Sedan,2.0L 4cyl Turbo 8A,48471
Maintenance,0,0,665,3735,2962,2023,BMW 3 Series 330i 4dr Sedan,2.0L 4cyl Turbo 8A,48471
Repairs,0,0,0,1041,1592,2023,BMW 3 Series 330i 4dr Sedan,2.0L 4cyl Turbo 8A,48471
Taxes_Fees,3058,218,195,177,177,2023,BMW 3 Series 330i 4dr Sedan,2.0L 4cyl Turbo 8A,48471
Financing,3834,3124,2344,1488,544,2023,BMW 3 Series 330i 4dr Sedan,2.0L 4cyl Turbo 8A,48471
Depreciation,13745,3936,3217,3606,3151,2023,BMW 3 Series 330i 4dr Sedan,2.0L 4cyl Turbo 8A,48471
Fuel,2280,2348,2419,2491,2566,2023,BMW 3 Series 330i 4dr Sedan,2.0L 4cyl Turbo 8A,48471
Insurance,1552,1606,1663,1721,1781,2023,BMW 3 Series 330i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,50870
Maintenance,0,0,665,3862,2673,2023,BMW 3 Series 330i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,50870
Repairs,0,0,0,1102,1685,2023,BMW 3 Series 330i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,50870
Taxes_Fees,3209,229,205,186,186,2023,BMW 3 Series 330i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,50870
Financing,4024,3279,2460,1561,571,2023,BMW 3 Series 330i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,50870
Depreciation,13880,4219,3447,3865,3375,2023,BMW 3 Series 330i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,50870
Fuel,2452,2526,2601,2679,2760,2023,BMW 3 Series 330i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,50870
Insurance,1566,1621,1678,1736,1797,2023,BMW 4 Series 430i 2dr Convertible,2.0L 4cyl Turbo 8A,60974
Maintenance,0,0,627,2961,3088,2023,BMW 4 Series 430i 2dr Convertible,2.0L 4cyl Turbo 8A,60974
Repairs,0,0,0,1041,1592,2023,BMW 4 Series 430i 2dr Convertible,2.0L 4cyl Turbo 8A,60974
Taxes_Fees,3845,274,246,223,223,2023,BMW 4 Series 430i 2dr Convertible,2.0L 4cyl Turbo 8A,60974
Financing,4823,3930,2949,1871,685,2023,BMW 4 Series 430i 2dr Convertible,2.0L 4cyl Turbo 8A,60974
Depreciation,13058,6712,5484,6149,5372,2023,BMW 4 Series 430i 2dr Convertible,2.0L 4cyl Turbo 8A,60974
Fuel,2364,2435,2508,2583,2660,2023,BMW 4 Series 430i 2dr Convertible,2.0L 4cyl Turbo 8A,60974
Insurance,1612,1668,1727,1787,1850,2023,BMW 4 Series 430i xDrive 2dr Convertible AWD,2.0L 4cyl Turbo 8A,63298
Maintenance,0,0,627,3073,2973,2023,BMW 4 Series 430i xDrive 2dr Convertible AWD,2.0L 4cyl Turbo 8A,63298
Repairs,0,0,0,1102,1685,2023,BMW 4 Series 430i xDrive 2dr Convertible AWD,2.0L 4cyl Turbo 8A,63298
Taxes_Fees,3990,285,255,231,231,2023,BMW 4 Series 430i xDrive 2dr Convertible AWD,2.0L 4cyl Turbo 8A,63298
Financing,5007,4080,3061,1942,711,2023,BMW 4 Series 430i xDrive 2dr Convertible AWD,2.0L 4cyl Turbo 8A,63298
Depreciation,15216,6010,4909,5503,4806,2023,BMW 4 Series 430i xDrive 2dr Convertible AWD,2.0L 4cyl Turbo 8A,63298
Fuel,2452,2526,2601,2679,2760,2023,BMW 4 Series 430i xDrive 2dr Convertible AWD,2.0L 4cyl Turbo 8A,63298
Insurance,1580,1635,1693,1752,1813,2023,BMW 4 Series Coupe 430i 2dr Coupe,2.0L 4cyl Turbo 8A,53598
Maintenance,0,0,627,2961,3088,2023,BMW 4 Series Coupe 430i 2dr Coupe,2.0L 4cyl Turbo 8A,53598
Repairs,0,0,0,1041,1592,2023,BMW 4 Series Coupe 430i 2dr Coupe,2.0L 4cyl Turbo 8A,53598
Taxes_Fees,3381,241,216,196,196,2023,BMW 4 Series Coupe 430i 2dr Coupe,2.0L 4cyl Turbo 8A,53598
Financing,4239,3455,2592,1645,602,2023,BMW 4 Series Coupe 430i 2dr Coupe,2.0L 4cyl Turbo 8A,53598
Depreciation,12871,4922,4021,4508,3938,2023,BMW 4 Series Coupe 430i 2dr Coupe,2.0L 4cyl Turbo 8A,53598
Fuel,2364,2435,2508,2583,2660,2023,BMW 4 Series Coupe 430i 2dr Coupe,2.0L 4cyl Turbo 8A,53598
Insurance,1592,1648,1705,1765,1827,2023,BMW 4 Series Coupe 430i xDrive 2dr Coupe AWD,2.0L 4cyl Turbo 8A,55430
Maintenance,0,0,627,3073,2973,2023,BMW 4 Series Coupe 430i xDrive 2dr Coupe AWD,2.0L 4cyl Turbo 8A,55430
Repairs,0,0,0,1102,1685,2023,BMW 4 Series Coupe 430i xDrive 2dr Coupe AWD,2.0L 4cyl Turbo 8A,55430
Taxes_Fees,3496,249,223,203,203,2023,BMW 4 Series Coupe 430i xDrive 2dr Coupe AWD,2.0L 4cyl Turbo 8A,55430
Financing,4384,3573,2681,1701,623,2023,BMW 4 Series Coupe 430i xDrive 2dr Coupe AWD,2.0L 4cyl Turbo 8A,55430
Depreciation,13595,5226,4268,4785,4179,2023,BMW 4 Series Coupe 430i xDrive 2dr Coupe AWD,2.0L 4cyl Turbo 8A,55430
Fuel,2452,2526,2601,2679,2760,2023,BMW 4 Series Coupe 430i xDrive 2dr Coupe AWD,2.0L 4cyl Turbo 8A,55430
Insurance,1592,1648,1705,1765,1827,2023,BMW 4 Series Gran Coupe 430i 4dr Sedan,2.0L 4cyl Turbo 8A,52098
Maintenance,0,0,627,3093,3219,2023,BMW 4 Series Gran Coupe 430i 4dr Sedan,2.0L 4cyl Turbo 8A,52098
Repairs,0,0,0,1041,1592,2023,BMW 4 Series Gran Coupe 430i 4dr Sedan,2.0L 4cyl Turbo 8A,52098
Taxes_Fees,3287,234,210,190,190,2023,BMW 4 Series Gran Coupe 430i 4dr Sedan,2.0L 4cyl Turbo 8A,52098
Financing,4121,3358,2520,1598,585,2023,BMW 4 Series Gran Coupe 430i 4dr Sedan,2.0L 4cyl Turbo 8A,52098
Depreciation,12765,5104,4168,4672,4084,2023,BMW 4 Series Gran Coupe 430i 4dr Sedan,2.0L 4cyl Turbo 8A,52098
Fuel,2364,2435,2508,2583,2660,2023,BMW 4 Series Gran Coupe 430i 4dr Sedan,2.0L 4cyl Turbo 8A,52098
Insurance,1600,1656,1714,1774,1836,2023,BMW 4 Series Gran Coupe 430i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,54418
Maintenance,0,0,627,1835,1735,2023,BMW 4 Series Gran Coupe 430i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,54418
Repairs,0,0,0,1102,1685,2023,BMW 4 Series Gran Coupe 430i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,54418
Taxes_Fees,3432,245,219,199,199,2023,BMW 4 Series Gran Coupe 430i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,54418
Financing,4304,3508,2632,1669,612,2023,BMW 4 Series Gran Coupe 430i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,54418
Depreciation,14803,5004,4088,4581,4002,2023,BMW 4 Series Gran Coupe 430i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,54418
Fuel,2452,2526,2601,2679,2760,2023,BMW 4 Series Gran Coupe 430i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,54418
Insurance,1535,1589,1644,1702,1761,2023,BMW 5 Series 530i 4dr Sedan,2.0L 4cyl Turbo 8A,59071
Maintenance,0,0,709,3670,3792,2023,BMW 5 Series 530i 4dr Sedan,2.0L 4cyl Turbo 8A,59071
Repairs,0,0,0,1041,1592,2023,BMW 5 Series 530i 4dr Sedan,2.0L 4cyl Turbo 8A,59071
Taxes_Fees,3725,266,238,216,216,2023,BMW 5 Series 530i 4dr Sedan,2.0L 4cyl Turbo 8A,59071
Financing,4672,3808,2857,1812,664,2023,BMW 5 Series 530i 4dr Sedan,2.0L 4cyl Turbo 8A,59071
Depreciation,20048,4419,3610,4047,3534,2023,BMW 5 Series 530i 4dr Sedan,2.0L 4cyl Turbo 8A,59071
Fuel,2364,2435,2508,2583,2660,2023,BMW 5 Series 530i 4dr Sedan,2.0L 4cyl Turbo 8A,59071
Insurance,1567,1622,1679,1737,1798,2023,BMW 5 Series 530i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,64087
Maintenance,0,0,709,3476,3372,2023,BMW 5 Series 530i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,64087
Repairs,0,0,0,1102,1685,2023,BMW 5 Series 530i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,64087
Taxes_Fees,4040,288,258,234,234,2023,BMW 5 Series 530i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,64087
Financing,5069,4131,3099,1967,720,2023,BMW 5 Series 530i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,64087
Depreciation,22580,4863,3971,4452,3891,2023,BMW 5 Series 530i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,64087
Fuel,2545,2621,2700,2781,2864,2023,BMW 5 Series 530i xDrive 4dr Sedan AWD,2.0L 4cyl Turbo 8A,64087
Insurance,1711,1771,1833,1897,1963,2023,BMW 8 Series M850i xDrive 2dr Convertible AWD,4.4L 8cyl Turbo 8A,114206
Maintenance,0,0,590,4405,4495,2023,BMW 8 Series M850i xDrive 2dr Convertible AWD,4.4L 8cyl Turbo 8A,114206
Repairs,0,0,0,1102,1685,2023,BMW 8 Series M850i xDrive 2dr Convertible AWD,4.4L 8cyl Turbo 8A,114206
Taxes_Fees,7192,514,460,417,417,2023,BMW 8 Series M850i xDrive 2dr Convertible AWD,4.4L 8cyl Turbo 8A,114206
Financing,9033,7362,5523,3504,1284,2023,BMW 8 Series M850i xDrive 2dr Convertible AWD,4.4L 8cyl Turbo 8A,114206
Depreciation,32439,7487,6118,6859,5995,2023,BMW 8 Series M850i xDrive 2dr Convertible AWD,4.4L 8cyl Turbo 8A,114206
Fuel,3479,3584,3691,3802,3916,2023,BMW 8 Series M850i xDrive 2dr Convertible AWD,4.4L 8cyl Turbo 8A,114206
Insurance,2010,2080,2153,2229,2307,2023,BMW 8 Series M850i xDrive 2dr Coupe AWD,4.4L 8cyl Turbo 8A,106252
Maintenance,0,0,590,4349,4440,2023,BMW 8 Series M850i xDrive 2dr Coupe AWD,4.4L 8cyl Turbo 8A,106252
Repairs,0,0,0,1102,1685,2023,BMW 8 Series M850i xDrive 2dr Coupe AWD,4.4L 8cyl Turbo 8A,106252
Taxes_Fees,6692,478,428,388,388,2023,BMW 8 Series M850i xDrive 2dr Coupe AWD,4.4L 8cyl Turbo 8A,106252
Financing,8404,6849,5139,3259,1195,2023,BMW 8 Series M850i xDrive 2dr Coupe AWD,4.4L 8cyl Turbo 8A,106252
Depreciation,29865,6997,5718,6410,5603,2023,BMW 8 Series M850i xDrive 2dr Coupe AWD,4.4L 8cyl Turbo 8A,106252
Fuel,3479,3584,3691,3802,3916,2023,BMW 8 Series M850i xDrive 2dr Coupe AWD,4.4L 8cyl Turbo 8A,106252
Insurance,2034,2105,2179,2255,2334,2023,BMW ALPINA B8 Gran Coupe 4dr Sedan AWD,4.4L 8cyl Turbo 8A,152386
Maintenance,0,0,489,3704,2328,2023,BMW ALPINA B8 Gran Coupe 4dr Sedan AWD,4.4L 8cyl Turbo 8A,152386
Repairs,0,0,0,1102,1685,2023,BMW ALPINA B8 Gran Coupe 4dr Sedan AWD,4.4L 8cyl Turbo 8A,152386
Taxes_Fees,9654,690,618,560,560,2023,BMW ALPINA B8 Gran Coupe 4dr Sedan AWD,4.4L 8cyl Turbo 8A,152386
Financing,12131,9885,7417,4705,1724,2023,BMW ALPINA B8 Gran Coupe 4dr Sedan AWD,4.4L 8cyl Turbo 8A,152386
Depreciation,42232,10188,8326,9333,8158,2023,BMW ALPINA B8 Gran Coupe 4dr Sedan AWD,4.4L 8cyl Turbo 8A,152386
Fuel,3479,3584,3691,3802,3916,2023,BMW ALPINA B8 Gran Coupe 4dr Sedan AWD,4.4L 8cyl Turbo 8A,152386
Insurance,1713,1773,1835,1899,1966,2023,BMW M2 2dr Coupe,3.0L 6cyl Turbo 6M,72682
Maintenance,0,0,813,2533,3600,2023,BMW M2 2dr Coupe,3.0L 6cyl Turbo 6M,72682
Repairs,0,0,0,1041,1592,2023,BMW M2 2dr Coupe,3.0L 6cyl Turbo 6M,72682
Taxes_Fees,4581,327,293,266,266,2023,BMW M2 2dr Coupe,3.0L 6cyl Turbo 6M,72682
Financing,5749,4685,3515,2230,817,2023,BMW M2 2dr Coupe,3.0L 6cyl Turbo 6M,72682
Depreciation,16358,3736,3053,3421,2990,2023,BMW M2 2dr Coupe,3.0L 6cyl Turbo 6M,72682
Fuel,3479,3584,3691,3802,3916,2023,BMW M2 2dr Coupe,3.0L 6cyl Turbo 6M,72682
Insurance,1913,1980,2049,2121,2195,2023,BMW M3 4dr Sedan,3.0L 6cyl Turbo 6M,85457
Maintenance,0,0,687,3471,3523,2023,BMW M3 4dr Sedan,3.0L 6cyl Turbo 6M,85457
Repairs,0,0,0,1041,1592,2023,BMW M3 4dr Sedan,3.0L 6cyl Turbo 6M,85457
Taxes_Fees,5384,384,344,312,312,2023,BMW M3 4dr Sedan,3.0L 6cyl Turbo 6M,85457
Financing,6759,5509,4133,2622,960,2023,BMW M3 4dr Sedan,3.0L 6cyl Turbo 6M,85457
Depreciation,24157,5374,4392,4924,4300,2023,BMW M3 4dr Sedan,3.0L 6cyl Turbo 6M,85457
Fuel,3479,3584,3691,3802,3916,2023,BMW M3 4dr Sedan,3.0L 6cyl Turbo 6M,85457
Insurance,1913,1980,2049,2121,2195,2023,BMW M3 Competition 4dr Sedan,3.0L 6cyl Turbo 8A,85508
Maintenance,0,0,687,3471,3523,2023,BMW M3 Competition 4dr Sedan,3.0L 6cyl Turbo 8A,85508
Repairs,0,0,0,1041,1592,2023,BMW M3 Competition 4dr Sedan,3.0L 6cyl Turbo 8A,85508
Taxes_Fees,5387,385,345,312,312,2023,BMW M3 Competition 4dr Sedan,3.0L 6cyl Turbo 8A,85508
Financing,6763,5512,4136,2623,961,2023,BMW M3 Competition 4dr Sedan,3.0L 6cyl Turbo 8A,85508
Depreciation,24172,5377,4395,4927,4302,2023,BMW M3 Competition 4dr Sedan,3.0L 6cyl Turbo 8A,85508
Fuel,3479,3584,3691,3802,3916,2023,BMW M3 Competition 4dr Sedan,3.0L 6cyl Turbo 8A,85508
Insurance,1913,1980,2049,2121,2195,2023,BMW M3 Competition xDrive 4dr Sedan AWD,3.0L 6cyl Turbo 8A,94147
Maintenance,0,0,687,3471,3408,2023,BMW M3 Competition xDrive 4dr Sedan AWD,3.0L 6cyl Turbo 8A,94147
Repairs,0,0,0,1102,1685,2023,BMW M3 Competition xDrive 4dr Sedan AWD,3.0L 6cyl Turbo 8A,94147
Taxes_Fees,5930,423,379,344,344,2023,BMW M3 Competition xDrive 4dr Sedan AWD,3.0L 6cyl Turbo 8A,94147
Financing,7447,6068,4554,2888,1058,2023,BMW M3 Competition xDrive 4dr Sedan AWD,3.0L 6cyl Turbo 8A,94147
Depreciation,26591,5922,4841,5427,4739,2023,BMW M3 Competition xDrive 4dr Sedan AWD,3.0L 6cyl Turbo 8A,94147
Fuel,3674,3784,3897,4014,4135,2023,BMW M3 Competition xDrive 4dr Sedan AWD,3.0L 6cyl Turbo 8A,94147
Insurance,1692,1751,1813,1876,1942,2023,BMW M4 2dr Coupe,3.0L 6cyl Turbo 6M,85382
Maintenance,0,0,687,3471,3523,2023,BMW M4 2dr Coupe,3.0L 6cyl Turbo 6M,85382
Repairs,0,0,0,1041,1592,2023,BMW M4 2dr Coupe,3.0L 6cyl Turbo 6M,85382
Taxes_Fees,5379,384,344,312,312,2023,BMW M4 2dr Coupe,3.0L 6cyl Turbo 6M,85382
Financing,6753,5504,4129,2620,959,2023,BMW M4 2dr Coupe,3.0L 6cyl Turbo 6M,85382
Depreciation,19685,6629,5417,6073,5304,2023,BMW M4 2dr Coupe,3.0L 6cyl Turbo 6M,85382
Fuel,3479,3584,3691,3802,3916,2023,BMW M4 2dr Coupe,3.0L 6cyl Turbo 6M,85382
Insurance,1863,1928,1996,2066,2138,2023,BMW M4 Competition 2dr Coupe,3.0L 6cyl Turbo 8A,86736
Maintenance,0,0,687,3471,3523,2023,BMW M4 Competition 2dr Coupe,3.0L 6cyl Turbo 8A,86736
Repairs,0,0,0,1041,1592,2023,BMW M4 Competition 2dr Coupe,3.0L 6cyl Turbo 8A,86736
Taxes_Fees,5464,390,349,317,317,2023,BMW M4 Competition 2dr Coupe,3.0L 6cyl Turbo 8A,86736
Financing,6861,5590,4195,2661,975,2023,BMW M4 Competition 2dr Coupe,3.0L 6cyl Turbo 8A,86736
Depreciation,20206,6711,5484,6148,5370,2023,BMW M4 Competition 2dr Coupe,3.0L 6cyl Turbo 8A,86736
Fuel,3479,3584,3691,3802,3916,2023,BMW M4 Competition 2dr Coupe,3.0L 6cyl Turbo 8A,86736
Insurance,1863,1928,1996,2066,2138,2023,BMW M4 Competition xDrive 2dr Coupe AWD,3.0L 6cyl Turbo 8A,92913
Maintenance,0,0,687,3471,3408,2023,BMW M4 Competition xDrive 2dr Coupe AWD,3.0L 6cyl Turbo 8A,92913
Repairs,0,0,0,1102,1685,2023,BMW M4 Competition xDrive 2dr Coupe AWD,3.0L 6cyl Turbo 8A,92913
Taxes_Fees,5853,418,374,340,340,2023,BMW M4 Competition xDrive 2dr Coupe AWD,3.0L 6cyl Turbo 8A,92913
Financing,7349,5989,4494,2850,1044,2023,BMW M4 Competition xDrive 2dr Coupe AWD,3.0L 6cyl Turbo 8A,92913
Depreciation,21433,7212,5894,6607,5771,2023,BMW M4 Competition xDrive 2dr Coupe AWD,3.0L 6cyl Turbo 8A,92913
Fuel,3674,3784,3897,4014,4135,2023,BMW M4 Competition xDrive 2dr Coupe AWD,3.0L 6cyl Turbo 8A,92913
Insurance,1863,1928,1996,2066,2138,2023,BMW M4 Convertible Competition xDrive 2dr Convertible AWD,3.0L 6cyl Turbo 8A,99410
Maintenance,0,0,687,3471,3408,2023,BMW M4 Convertible Competition xDrive 2dr Convertible AWD,3.0L 6cyl Turbo 8A,99410
Repairs,0,0,0,1102,1685,2023,BMW M4 Convertible Competition xDrive 2dr Convertible AWD,3.0L 6cyl Turbo 8A,99410
Taxes_Fees,6261,447,401,363,363,2023,BMW M4 Convertible Competition xDrive 2dr Convertible AWD,3.0L 6cyl Turbo 8A,99410
Financing,7863,6408,4808,3049,1118,2023,BMW M4 Convertible Competition xDrive 2dr Convertible AWD,3.0L 6cyl Turbo 8A,99410
Depreciation,22712,7741,6326,7091,6194,2023,BMW M4 Convertible Competition xDrive 2dr Convertible AWD,3.0L 6cyl Turbo 8A,99410
Fuel,3674,3784,3897,4014,4135,2023,BMW M4 Convertible Competition xDrive 2dr Convertible AWD,3.0L 6cyl Turbo 8A,99410
Insurance,1899,1965,2034,2105,2179,2023,BMW M5 4dr Sedan AWD,4.4L 8cyl Turbo 8A,133776
Maintenance,0,0,798,4905,4789,2023,BMW M5 4dr Sedan AWD,4.4L 8cyl Turbo 8A,133776
Repairs,0,0,0,1102,1685,2023,BMW M5 4dr Sedan AWD,4.4L 8cyl Turbo 8A,133776
Taxes_Fees,9352,592,531,481,481,2023,BMW M5 4dr Sedan AWD,4.4L 8cyl Turbo 8A,133776
Financing,10581,8623,6470,4104,1504,2023,BMW M5 4dr Sedan AWD,4.4L 8cyl Turbo 8A,133776
Depreciation,44738,6861,5608,6285,5496,2023,BMW M5 4dr Sedan AWD,4.4L 8cyl Turbo 8A,133776
Fuel,3890,4006,4126,4250,4378,2023,BMW M5 4dr Sedan AWD,4.4L 8cyl Turbo 8A,133776
Insurance,2136,2211,2288,2368,2451,2023,BMW M8 Competition 2dr Convertible AWD,4.4L 8cyl Turbo 8A,159310
Maintenance,0,0,777,4805,4773,2023,BMW M8 Competition 2dr Convertible AWD,4.4L 8cyl Turbo 8A,159310
Repairs,0,0,0,1102,1685,2023,BMW M8 Competition 2dr Convertible AWD,4.4L 8cyl Turbo 8A,159310
Taxes_Fees,10958,707,634,575,575,2023,BMW M8 Competition 2dr Convertible AWD,4.4L 8cyl Turbo 8A,159310
Financing,12601,10268,7706,4887,1791,2023,BMW M8 Competition 2dr Convertible AWD,4.4L 8cyl Turbo 8A,159310
Depreciation,44401,10437,8528,9561,8357,2023,BMW M8 Competition 2dr Convertible AWD,4.4L 8cyl Turbo 8A,159310
Fuel,3890,4006,4126,4250,4378,2023,BMW M8 Competition 2dr Convertible AWD,4.4L 8cyl Turbo 8A,159310
