info,year 1,year 2,year 3,year 4,year 5,model year,model,engine,cost
Depreciation,15244,6189,5055,5668,4950,2023,BMW 4 Series Coupe M440i 2dr Coupe,3.0L 6cyl Turbo gas/electric mild hybrid 8A,64733
Fuel,2452,2526,2601,2679,2760,2023,BMW 4 Series Coupe M440i 2dr Coupe,3.0L 6cyl Turbo gas/electric mild hybrid 8A,64733
Insurance,1513,1566,1621,1677,1736,2023,BMW 4 Series Gran Coupe M440i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,66528
Maintenance,0,0,712,3539,4078,2023,BMW 4 Series Gran Coupe M440i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,66528
Repairs,0,0,0,1041,1592,2023,BMW 4 Series Gran Coupe M440i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,66528
Taxes_Fees,4194,299,268,243,243,2023,BMW 4 Series Gran Coupe M440i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,66528
Financing,5262,4288,3218,2041,748,2023,BMW 4 Series Gran Coupe M440i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,66528
Depreciation,15881,6429,5251,5887,5145,2023,BMW 4 Series Gran Coupe M440i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,66528
Fuel,2452,2526,2601,2679,2760,2023,BMW 4 Series Gran Coupe M440i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,66528
Insurance,1513,1566,1621,1677,1736,2023,BMW 4 Series Gran Coupe M440i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68755
Maintenance,0,0,712,3651,3963,2023,BMW 4 Series Gran Coupe M440i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68755
Repairs,0,0,0,1102,1685,2023,BMW 4 Series Gran Coupe M440i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68755
Taxes_Fees,4333,309,277,251,251,2023,BMW 4 Series Gran Coupe M440i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68755
Financing,5438,4432,3325,2110,772,2023,BMW 4 Series Gran Coupe M440i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68755
Depreciation,16449,6639,5423,6080,5313,2023,BMW 4 Series Gran Coupe M440i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68755
Fuel,2646,2725,2807,2891,2978,2023,BMW 4 Series Gran Coupe M440i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68755
Insurance,1742,1803,1866,1931,1999,2023,BMW 4 Series M440i 2dr Convertible,3.0L 6cyl Turbo gas/electric mild hybrid 8A,74336
Maintenance,0,0,712,3407,3947,2023,BMW 4 Series M440i 2dr Convertible,3.0L 6cyl Turbo gas/electric mild hybrid 8A,74336
Repairs,0,0,0,1041,1592,2023,BMW 4 Series M440i 2dr Convertible,3.0L 6cyl Turbo gas/electric mild hybrid 8A,74336
Taxes_Fees,4685,334,299,272,272,2023,BMW 4 Series M440i 2dr Convertible,3.0L 6cyl Turbo gas/electric mild hybrid 8A,74336
Financing,5880,4791,3595,2281,835,2023,BMW 4 Series M440i 2dr Convertible,3.0L 6cyl Turbo gas/electric mild hybrid 8A,74336
Depreciation,18210,7011,5727,6421,5607,2023,BMW 4 Series M440i 2dr Convertible,3.0L 6cyl Turbo gas/electric mild hybrid 8A,74336
Fuel,2545,2621,2700,2781,2864,2023,BMW 4 Series M440i 2dr Convertible,3.0L 6cyl Turbo gas/electric mild hybrid 8A,74336
Insurance,1742,1803,1866,1931,1999,2023,BMW 4 Series M440i xDrive 2dr Convertible AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,77353
Maintenance,0,0,712,3519,3832,2023,BMW 4 Series M440i xDrive 2dr Convertible AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,77353
Repairs,0,0,0,1102,1685,2023,BMW 4 Series M440i xDrive 2dr Convertible AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,77353
Taxes_Fees,4875,348,312,283,283,2023,BMW 4 Series M440i xDrive 2dr Convertible AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,77353
Financing,6118,4986,3741,2374,869,2023,BMW 4 Series M440i xDrive 2dr Convertible AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,77353
Depreciation,18862,7308,5969,6692,5844,2023,BMW 4 Series M440i xDrive 2dr Convertible AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,77353
Fuel,2646,2725,2807,2891,2978,2023,BMW 4 Series M440i xDrive 2dr Convertible AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,77353
Insurance,1640,1697,1757,1818,1882,2023,BMW 4 Series M440i xDrive M440i xDrive 2dr Coupe AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68855
Maintenance,0,0,712,3701,4014,2023,BMW 4 Series M440i xDrive M440i xDrive 2dr Coupe AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68855
Repairs,0,0,0,1102,1685,2023,BMW 4 Series M440i xDrive M440i xDrive 2dr Coupe AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68855
Taxes_Fees,4340,310,277,252,252,2023,BMW 4 Series M440i xDrive M440i xDrive 2dr Coupe AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68855
Financing,5446,4438,3331,2112,774,2023,BMW 4 Series M440i xDrive M440i xDrive 2dr Coupe AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68855
Depreciation,16897,6490,5301,5944,5191,2023,BMW 4 Series M440i xDrive M440i xDrive 2dr Coupe AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68855
Fuel,2646,2725,2807,2891,2978,2023,BMW 4 Series M440i xDrive M440i xDrive 2dr Coupe AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,68855
Insurance,1726,1786,1849,1914,1981,2023,BMW 5 Series 530e 4dr Sedan,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,61176
Maintenance,0,0,797,3135,3124,2023,BMW 5 Series 530e 4dr Sedan,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,61176
Repairs,0,0,0,1041,1592,2023,BMW 5 Series 530e 4dr Sedan,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,61176
Taxes_Fees,3857,275,246,224,224,2023,BMW 5 Series 530e 4dr Sedan,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,61176
Financing,4839,3943,2959,1877,687,2023,BMW 5 Series 530e 4dr Sedan,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,61176
Depreciation,19579,5208,4255,4768,4166,2023,BMW 5 Series 530e 4dr Sedan,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,61176
Fuel,2545,2621,2700,2781,2864,2023,BMW 5 Series 530e 4dr Sedan,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,61176
Insurance,1726,1786,1849,1914,1981,2023,BMW 5 Series 530e xDrive 4dr Sedan AWD,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,66292
Maintenance,0,0,797,3344,3106,2023,BMW 5 Series 530e xDrive 4dr Sedan AWD,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,66292
Repairs,0,0,0,1102,1685,2023,BMW 5 Series 530e xDrive 4dr Sedan AWD,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,66292
Taxes_Fees,4179,298,267,242,242,2023,BMW 5 Series 530e xDrive 4dr Sedan AWD,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,66292
Financing,5243,4273,3207,2033,745,2023,BMW 5 Series 530e xDrive 4dr Sedan AWD,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,66292
Depreciation,21644,5330,4354,4879,4264,2023,BMW 5 Series 530e xDrive 4dr Sedan AWD,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,66292
Fuel,2646,2725,2807,2891,2978,2023,BMW 5 Series 530e xDrive 4dr Sedan AWD,2.0L 4cyl Turbo gas/electric plug-in hybrid 8A,66292
Insurance,1624,1681,1740,1801,1864,2023,BMW 5 Series 540i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,70332
Maintenance,0,0,717,3578,3870,2023,BMW 5 Series 540i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,70332
Repairs,0,0,0,1041,1592,2023,BMW 5 Series 540i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,70332
Taxes_Fees,4433,316,283,257,257,2023,BMW 5 Series 540i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,70332
Financing,5563,4533,3402,2158,790,2023,BMW 5 Series 540i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,70332
Depreciation,23644,5307,4338,4862,4248,2023,BMW 5 Series 540i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,70332
Fuel,2452,2526,2601,2679,2760,2023,BMW 5 Series 540i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,70332
Insurance,1673,1732,1792,1855,1920,2023,BMW 5 Series 540i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,70950
Maintenance,0,0,717,3834,3899,2023,BMW 5 Series 540i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,70950
Repairs,0,0,0,1102,1685,2023,BMW 5 Series 540i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,70950
Taxes_Fees,4472,319,286,259,259,2023,BMW 5 Series 540i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,70950
Financing,5612,4573,3432,2176,798,2023,BMW 5 Series 540i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,70950
Depreciation,19765,6297,5145,5763,5037,2023,BMW 5 Series 540i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,70950
Fuel,2646,2725,2807,2891,2978,2023,BMW 5 Series 540i xDrive 4dr Sedan AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,70950
Insurance,1795,1858,1923,1990,2060,2023,BMW 7 Series 740i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,99455
Maintenance,0,0,685,4733,4082,2023,BMW 7 Series 740i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,99455
Repairs,0,0,0,1041,1592,2023,BMW 7 Series 740i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,99455
Taxes_Fees,6299,450,403,365,365,2023,BMW 7 Series 740i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,99455
Financing,7910,6447,4837,3068,1124,2023,BMW 7 Series 740i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,99455
Depreciation,38150,8490,6934,7775,6793,2023,BMW 7 Series 740i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,99455
Fuel,2452,2526,2601,2679,2760,2023,BMW 7 Series 740i 4dr Sedan,3.0L 6cyl Turbo gas/electric mild hybrid 8A,99455
Insurance,2039,2110,2184,2261,2340,2023,BMW 7 Series 760i xDrive 4dr Sedan AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,124598
Maintenance,0,0,590,4388,4478,2023,BMW 7 Series 760i xDrive 4dr Sedan AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,124598
Repairs,0,0,0,1102,1685,2023,BMW 7 Series 760i xDrive 4dr Sedan AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,124598
Taxes_Fees,7845,560,502,455,455,2023,BMW 7 Series 760i xDrive 4dr Sedan AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,124598
Financing,9855,8031,6027,3822,1401,2023,BMW 7 Series 760i xDrive 4dr Sedan AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,124598
Depreciation,29168,8732,7136,8004,6989,2023,BMW 7 Series 760i xDrive 4dr Sedan AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,124598
Fuel,3149,3243,3340,3441,3544,2023,BMW 7 Series 760i xDrive 4dr Sedan AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,124598
Insurance,2034,2105,2179,2255,2334,2023,BMW ALPINA XB7 4dr SUV AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,147655
Maintenance,0,0,489,5976,4600,2023,BMW ALPINA XB7 4dr SUV AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,147655
Repairs,0,0,0,1102,1685,2023,BMW ALPINA XB7 4dr SUV AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,147655
Taxes_Fees,9295,664,595,540,540,2023,BMW ALPINA XB7 4dr SUV AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,147655
Financing,11679,9517,7142,4530,1659,2023,BMW ALPINA XB7 4dr SUV AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,147655
Depreciation,35083,12693,10372,11623,10151,2023,BMW ALPINA XB7 4dr SUV AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,147655
Fuel,3890,4006,4126,4250,4378,2023,BMW ALPINA XB7 4dr SUV AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,147655
Insurance,1409,1458,1509,1562,1617,2023,BMW X3 M40i M40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,67411
Maintenance,0,0,808,3576,3740,2023,BMW X3 M40i M40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,67411
Repairs,0,0,0,1102,1685,2023,BMW X3 M40i M40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,67411
Taxes_Fees,4249,303,272,246,246,2023,BMW X3 M40i M40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,67411
Financing,5332,4345,3260,2069,757,2023,BMW X3 M40i M40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,67411
Depreciation,16065,5411,4419,4957,4330,2023,BMW X3 M40i M40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,67411
Fuel,2875,2962,3050,3142,323,2023,BMW X3 M40i M40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,67411
Insurance,1493,1545,1599,1655,1713,2023,BMW X5 Plug-in Hybrid xDrive45e 4dr SUV AWD,3.0L 6cyl Turbo gas/electric plug-in hybrid 8A,75025
Maintenance,0,0,664,4972,3415,2023,BMW X5 Plug-in Hybrid xDrive45e 4dr SUV AWD,3.0L 6cyl Turbo gas/electric plug-in hybrid 8A,75025
Repairs,0,0,0,1102,1685,2023,BMW X5 Plug-in Hybrid xDrive45e 4dr SUV AWD,3.0L 6cyl Turbo gas/electric plug-in hybrid 8A,75025
Taxes_Fees,4728,337,302,274,274,2023,BMW X5 Plug-in Hybrid xDrive45e 4dr SUV AWD,3.0L 6cyl Turbo gas/electric plug-in hybrid 8A,75025
Financing,5934,4836,3629,2301,844,2023,BMW X5 Plug-in Hybrid xDrive45e 4dr SUV AWD,3.0L 6cyl Turbo gas/electric plug-in hybrid 8A,75025
Depreciation,16427,7741,6324,7089,6196,2023,BMW X5 Plug-in Hybrid xDrive45e 4dr SUV AWD,3.0L 6cyl Turbo gas/electric plug-in hybrid 8A,75025
Fuel,3308,3407,3509,3614,3723,2023,BMW X5 Plug-in Hybrid xDrive45e 4dr SUV AWD,3.0L 6cyl Turbo gas/electric plug-in hybrid 8A,75025
Insurance,1460,1511,1564,1619,1675,2023,BMW X5 sDrive40i 4dr SUV,3.0L 6cyl Turbo gas/electric mild hybrid 8A,69608
Maintenance,0,0,664,4972,3415,2023,BMW X5 sDrive40i 4dr SUV,3.0L 6cyl Turbo gas/electric mild hybrid 8A,69608
Repairs,0,0,0,1041,1592,2023,BMW X5 sDrive40i 4dr SUV,3.0L 6cyl Turbo gas/electric mild hybrid 8A,69608
Taxes_Fees,4387,313,280,254,254,2023,BMW X5 sDrive40i 4dr SUV,3.0L 6cyl Turbo gas/electric mild hybrid 8A,69608
Financing,5506,4486,3367,2136,782,2023,BMW X5 sDrive40i 4dr SUV,3.0L 6cyl Turbo gas/electric mild hybrid 8A,69608
Depreciation,19182,6031,4925,5522,4824,2023,BMW X5 sDrive40i 4dr SUV,3.0L 6cyl Turbo gas/electric mild hybrid 8A,69608
Fuel,2875,2962,3050,3142,3236,2023,BMW X5 sDrive40i 4dr SUV,3.0L 6cyl Turbo gas/electric mild hybrid 8A,69608
Insurance,1493,1545,1599,1655,1713,2023,BMW X5 xDrive40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,73091
Maintenance,0,0,664,4972,3415,2023,BMW X5 xDrive40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,73091
Repairs,0,0,0,1102,1685,2023,BMW X5 xDrive40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,73091
Taxes_Fees,4606,329,294,267,267,2023,BMW X5 xDrive40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,73091
Financing,5781,4711,3536,2242,821,2023,BMW X5 xDrive40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,73091
Depreciation,17645,7052,5763,6460,5644,2023,BMW X5 xDrive40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,73091
Fuel,2875,2962,3050,3142,3236,2023,BMW X5 xDrive40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,73091
Insurance,1810,1873,1939,2007,2077,2023,BMW X7 M60i 4dr SUV AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,13489
Maintenance,0,0,750,4706,4901,2023,BMW X7 M60i 4dr SUV AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,13489
Repairs,0,0,0,1102,1685,2023,BMW X7 M60i 4dr SUV AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,13489
Taxes_Fees,7147,510,457,415,415,2023,BMW X7 M60i 4dr SUV AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,13489
Financing,8977,7315,5489,3481,1276,2023,BMW X7 M60i 4dr SUV AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,13489
Depreciation,32228,9620,7855,8807,7696,2023,BMW X7 M60i 4dr SUV AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,13489
Fuel,3674,3784,3897,4014,4135,2023,BMW X7 M60i 4dr SUV AWD,4.4L 8cyl Turbo gas/electric mild hybrid 8A,13489
Insurance,1671,1729,1790,1853,1918,2023,BMW X7 xDrive40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,88650
Maintenance,0,0,641,4090,4394,2023,BMW X7 xDrive40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,88650
Repairs,0,0,0,1102,1685,2023,BMW X7 xDrive40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,88650
Taxes_Fees,5585,399,357,324,324,2023,BMW X7 xDrive40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,88650
Financing,7012,5714,4288,2719,997,2023,BMW X7 xDrive40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,88650
Depreciation,18544,8220,6711,7528,6574,2023,BMW X7 xDrive40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,88650
Fuel,3008,3098,3191,3287,3385,2023,BMW X7 xDrive40i 4dr SUV AWD,3.0L 6cyl Turbo gas/electric mild hybrid 8A,88650
Insurance,1285,1330,1377,1425,1475,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Limited 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,59754
Maintenance,159,738,391,1164,1226,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Limited 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,59754
Repairs,0,0,126,297,433,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Limited 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,59754
Taxes_Fees,3956,282,253,229,229,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Limited 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,59754
Financing,4726,3852,2890,1833,672,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Limited 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,59754
Depreciation,17360,3152,2982,3499,3313,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Limited 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,59754
Fuel,1735,1787,1841,1896,1953,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Limited 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,59754
Insurance,1285,1330,1377,1425,1475,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Pinnacle 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,62968
Maintenance,159,738,391,1164,1451,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Pinnacle 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,62968
Repairs,0,0,126,297,433,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Pinnacle 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,62968
Taxes_Fees,4159,297,266,241,241,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Pinnacle 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,62968
Financing,4981,4058,3046,1932,707,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Pinnacle 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,62968
Depreciation,17665,3407,3223,3779,3581,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Pinnacle 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,62968
Fuel,1735,1787,1841,1896,1953,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Pinnacle 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,62968
Insurance,1268,1312,1358,1406,1455,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Touring L 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,55424
Maintenance,159,738,391,1164,1226,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Touring L 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,55424
Repairs,0,0,126,297,433,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Touring L 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,55424
Taxes_Fees,3684,263,235,213,213,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Touring L 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,55424
Financing,4384,3572,2681,1700,623,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Touring L 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,55424
Depreciation,16136,3012,2852,3346,3167,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Touring L 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,55424
Fuel,1735,1787,1841,1896,1953,2023,Chrysler Pacifica Plug-in Hybrid Hybrid Touring L 4dr Minivan,3.6L 6cyl gas/electric plug-in hybrid EVT,55424
